title,governorate,city,maker,model,model_year,mileage,car_type,price,minimum_down_payment,link
توسان Nx427,Alexandria,Maamoura,Hyundai,Tucson NX4e,2021,39000.0,Automatic,1850000.0,370000.0,https://contactcars.com/en/used-cars/hyundai-tucson_nx4e/90f25c05844d?status=Used
هيونداي نيو اكسنت 2011,Cairo,Nasr City,Hyundai,Accent,2011,220000.0,Automatic,430000.0,,https://contactcars.com/en/used-cars/hyundai-accent/a2aae3d05ba6?status=Used
Byd f3 2022 اتوماتيك بحاله ممتازة,Giza,6th of October,BYD,F3,2022,130000.0,Automatic,550000.0,,https://contactcars.com/en/used-cars/byd-f3/bf2db32aa7b7?status=Used
لسرعه البيع بيجو ٣٠٧ xt موديل ٢٠٠٧ اعلى فئه خليجى زيروووو دواخل,Cairo,Manial,Peugeot,307,2007,167000.0,Automatic,375000.0,,https://contactcars.com/en/used-cars/peugeot-307/ee7b8bdfe1ec?status=Used
هيواندي النترا موديل ٢٠٠٧,Cairo,Helwan,Hyundai,Elantra HD,2007,174000.0,Automatic,510000.0,,https://contactcars.com/en/used-cars/hyundai-elantra_hd/fd04aba1552c?status=Used
سوزوكي سياز حاله ممتازه,Port Said,Port Fouad,Suzuki,Ciaz,2015,153000.0,Automatic,600000.0,,https://contactcars.com/en/used-cars/suzuki-ciaz/487eac037a3f?status=Used
gx3 pro premium edition,Cairo,Maadi,Geely,GX3 PRO,2024,20000.0,Automatic,810000.0,,https://contactcars.com/en/used-cars/geely-gx3_pro/9bc60501b9b4?status=Used
سكودا فافوريت للبيع,Monufia,Shbeen El Koom,Skoda,favorite,1994,60000.0,Manual,74000.0,,https://contactcars.com/en/used-cars/skoda-favorite/882f7f59059e?status=Used
كابتيفا ٢٠٢١ ٥ مقاعد بريمير مالك أول فابريكه,Cairo,Nasr City,Chevrolet,Captiva,2021,59800.0,Automatic,1050000.0,262500.0,https://contactcars.com/en/used-cars/chevrolet-captiva/9723649ba0ab?status=Used
بيجو 3008 فابريكا بالكامل ، فئة اللور ، فئة ثانية ، حالة ممتازة,Alexandria,Attarin,Peugeot,3008,2019,245000.0,Automatic,1200000.0,,https://contactcars.com/en/used-cars/peugeot-3008/f829a17e27da?status=Used
فيات 125 بولندي استيشن بحاله ممتازه,Cairo,Abbasiya,Fiat,125,1982,120000.0,Manual,60000.0,,https://contactcars.com/en/used-cars/fiat-125/6f3617d6b72b?status=Used
سوزوكى فان ٢٠٢٣ فابريكا حالة الزيرو,Giza,El Haram,Suzuki,Van,2023,1000.0,Manual,400000.0,80000.0,https://contactcars.com/en/used-cars/suzuki-van/1b5ab8ca01cd?status=Used
مرسيدس c180 موديل 2022,Cairo,New Cairo & 5th Settlement,Mercedes,C180,2022,13900.0,Automatic,3350000.0,670000.0,https://contactcars.com/en/used-cars/mercedes-c180/129e14879d6a?status=Used
Mitsubishi Lancer Shark,Cairo,Badr City,Mitsubishi,Lancer,2016,165000.0,Automatic,750000.0,,https://contactcars.com/en/used-cars/mitsubishi-lancer/6a9769234d2d?status=Used
داستر ٢٠١٨,Alexandria,Miami,Renault,Duster,2018,95000.0,Automatic,750000.0,,https://contactcars.com/en/used-cars/renault-duster/66d1d4dbbd89?status=Used
MG ZS بدون لوحات,Alexandria,Al Ajmi,MG,ZS,2022,1000.0,Automatic,950000.0,475000.0,https://contactcars.com/en/used-cars/mg-zs/76419c5bc982?status=Used
"Nissan Juke, Highline, 2021",Cairo,El Sherouk City,Nissan,Juke,2021,35000.0,Automatic,1150000.0,230000.0,https://contactcars.com/en/used-cars/nissan-juke/aef1b4a14637?status=Used
شفروليه اوبترا ٢٠٠٦ اتوماتيك,Ismailia,Ismailia,Chevrolet,Optra,2006,280000.0,Automatic,345000.0,,https://contactcars.com/en/used-cars/chevrolet-optra/03d3c54ac5f0?status=Used
bmw 316i compact coupe بى ام دبليو كوبية كومبكت اتوماتيك,Cairo,New Cairo & 5th Settlement,BMW,316i,1994,250000.0,Automatic,300000.0,,https://contactcars.com/en/used-cars/bmw-316i/6a3ca90e9c96?status=Used
byd _ l3 / 2017 فبريكه بره وجوه بصيانات منتظمه وحاله ممتازه,Cairo,New Cairo & 5th Settlement,BYD,L3,2017,200000.0,Automatic,400000.0,,https://contactcars.com/en/used-cars/byd-l3/e4354753714b?status=Used
رامى عطية,Cairo,Madinaty,Chery,Tiggo 3,2022,25000.0,Automatic,875000.0,437500.0,https://contactcars.com/en/used-cars/chery-tiggo_3/5029f26d61d0?status=Used
كارنيز وارد كندا فبريكا برا وجوا,Eastern,Zagazig,Kia,Carens,2011,171000.0,Automatic,625000.0,,https://contactcars.com/en/used-cars/kia-carens/a5397bb00ca1?status=Used
bmw 318i 2016 فبريكا بالكامل luxury اعلئ فئة,Cairo,New Cairo & 5th Settlement,BMW,318i,2016,199000.0,Automatic,1250000.0,,https://contactcars.com/en/used-cars/bmw-318i/e744258f7384?status=Used
رينو كادجار اعلي فئة signature كسر زيرو,Giza,El Haram,Renault,Kadjar,2022,19800.0,Automatic,1500000.0,,https://contactcars.com/en/used-cars/renault-kadjar/eacba2e922a1?status=Used
اوبل استرا بحاله ممتازه,Cairo,El Sherouk City,OPEL,Astra,2013,188000.0,Automatic,650000.0,,https://contactcars.com/en/used-cars/opel-astra/0d1f789a83d5?status=Used
جيب رينحيد 2017,Cairo,Shoubra,Jeep,Renegade,2017,150000.0,Automatic,900000.0,,https://contactcars.com/en/used-cars/jeep-renegade/09aca1b93b37?status=Used
ام جي 5 2021,Cairo,Nasr City,MG,5,2021,70000.0,Automatic,850000.0,,https://contactcars.com/en/used-cars/mg-5/2bfff4a1557a?status=Used
نيسان صني سوبر صالون,Giza,El Haram,Nissan,Sunny,2021,90000.0,Automatic,650000.0,,https://contactcars.com/en/used-cars/nissan-sunny/aab6e7cb9d0c?status=Used
بريليانس V3 كالجديدة، بنزين وزيت وانطلق,Qalyubia,El Oobor,Brilliance,V3,2018,120000.0,Automatic,785000.0,,https://contactcars.com/en/used-cars/brilliance-v3/44a855d4b442?status=Used
شيري اريزو فبريكة بالكامل ماعدا اقصدام امامي,Eastern,10th of Ramadan,Chery,ARRIZO 5,2021,106000.0,Manual,570000.0,,https://contactcars.com/en/used-cars/chery-arrizo_5/812965c1620d?status=Used
للبيع سيارة فيات تيبو مانيوال موديل2021فابريقة بالكامل كسر زيرو,Cairo,Sheraton,Fiat,Tipo,2021,40000.0,Manual,755000.0,188750.0,https://contactcars.com/en/used-cars/fiat-tipo/f73c2137ad80?status=Used
فورد فوكاس,Cairo,New Cairo & 5th Settlement,Ford,Focus,2017,49000.0,Automatic,880000.0,,https://contactcars.com/en/used-cars/ford-focus/e48a92b9d272?status=Used
فولكس جيتا خليجي توب لاين ٢٠١٠,Cairo,New Cairo & 5th Settlement,Volkswagen,Jetta,2010,300000.0,Automatic,640000.0,,https://contactcars.com/en/used-cars/volkswagen-jetta/c3a74e530bc7?status=Used
كيا سيفيا وان موديل 1997,Asyut,Dayrout,Kia,Sephia,1997,269000.0,Automatic,195000.0,,https://contactcars.com/en/used-cars/kia-sephia/cf4c63443f0b?status=Used
اللحق عرض الكيا السييد,Port Said,Arabs,Kia,Ceed,2017,151000.0,Automatic,755000.0,,https://contactcars.com/en/used-cars/kia-ceed/511d1109e734?status=Used
ماتركس 2010,Eastern,10th of Ramadan,Hyundai,Matrix,2010,270000.0,Automatic,530000.0,,https://contactcars.com/en/used-cars/hyundai-matrix/3d24fb5c0911?status=Used
فيرنا ٢٠١٤ للبيع,Giza,El Haram,Hyundai,Verna 1.6,2014,190000.0,Manual,350000.0,,https://contactcars.com/en/used-cars/hyundai-verna_1.6/fe550e9e1a0c?status=Used
شارك ٢٠١٦ فبريكه بالكامل برا وجوه بدون راش,Giza,6th of October,Mitsubishi,Lancer,2016,167000.0,Automatic,680000.0,,https://contactcars.com/en/used-cars/mitsubishi-lancer/003d2b908e5f?status=Used
شيفروليه اوبترا,Cairo,Hadayeq El Qoba,Chevrolet,Optra,2017,138000.0,Automatic,500000.0,,https://contactcars.com/en/used-cars/chevrolet-optra/8f76f597443b?status=Used
استرا 2013 بحالة ممتازة,Cairo,New Cairo & 5th Settlement,OPEL,Astra,2013,204000.0,Automatic,600000.0,,https://contactcars.com/en/used-cars/opel-astra/d96231718c27?status=Used
اللحق عرض التوسان من كار اند هاوس,Port Said,Arabs,Hyundai,Tucson,2022,100000.0,Automatic,1650000.0,,https://contactcars.com/en/used-cars/hyundai-tucson/dde68e99fed9?status=Used
حالة ممتازة لا تحتاج مصاريف,Cairo,Heliopolis,Mitsubishi,Lancer,2017,105000.0,Automatic,880000.0,,https://contactcars.com/en/used-cars/mitsubishi-lancer/53b44bd33295?status=Used
كيا k3,Cairo,Nasr City,Kia,Cerato,2015,125000.0,Automatic,650000.0,,https://contactcars.com/en/used-cars/kia-cerato/7c610b8525cf?status=Used
فيات بونتو ايفو,Cairo,Mokattam,Fiat,Punto,2011,287200.0,Automatic,450000.0,,https://contactcars.com/en/used-cars/fiat-punto/f030f21dd90c?status=Used
سوناتا ٢٠١٣ اوتوماتيك,Cairo,El Sherouk City,Hyundai,Sonata,2013,180000.0,Automatic,850000.0,,https://contactcars.com/en/used-cars/hyundai-sonata/209c3726b685?status=Used
فيات تيبو 2021 اتوماتيك هاى لاين فابريكه بالكامل,Cairo,New Cairo & 5th Settlement,Fiat,Tipo,2021,79000.0,Automatic,890000.0,,https://contactcars.com/en/used-cars/fiat-tipo/de2282b73132?status=Used
رينو استيب واي ٢٠١٩,Qena,Qena,Renault,Sandero Stepway,2019,80000.0,Automatic,675000.0,135000.0,https://contactcars.com/en/used-cars/renault-sandero_stepway/d14530f14465?status=Used
opel vectra 95,Alexandria,San Stefano,OPEL,Vectra,1995,300000.0,Manual,165000.0,,https://contactcars.com/en/used-cars/opel-vectra/0d05b4ecb4cc?status=Used
ماتريكس 2008,Eastern,Zagazig,Hyundai,Matrix,2008,110000.0,Automatic,490000.0,,https://contactcars.com/en/used-cars/hyundai-matrix/67f12ec48769?status=Used
كيا اكسيد فبريكة بالكامل,Cairo,Mokattam,Kia,Xceed,2022,50000.0,Automatic,1450000.0,290000.0,https://contactcars.com/en/used-cars/kia-xceed/707b30b158c0?status=Used
رينو ميجان كسر زيرو,Giza,El Haram,Renault,Megane,2023,13000.0,Automatic,1300000.0,260000.0,https://contactcars.com/en/used-cars/renault-megane/89d4b9da9ead?status=Used
دايو لانوس 2003,Cairo,Ramsis & Ramsis Ext.,Daewoo,Lanos,2003,160000.0,Manual,260000.0,,https://contactcars.com/en/used-cars/daewoo-lanos/fd9a5962c9a5?status=Used
ببجو ٥٠٠٨ فبريكه جوا و بره,Western,Tanta,Peugeot,5008,2020,110000.0,Automatic,1800000.0,,https://contactcars.com/en/used-cars/peugeot-5008/11a393c040ce?status=Used
"بروتون بريفى 2020 ,80,000km فبريكا بالكامل صيانات توكيل اعلئ فئة",Cairo,New Cairo & 5th Settlement,Proton,Preve,2020,80000.0,Automatic,650000.0,,https://contactcars.com/en/used-cars/proton-preve/b105f4e1a18f?status=Used
Renault stepway 2016,Cairo,Down Town,Renault,Sandero Stepway,2016,138000.0,Automatic,650000.0,,https://contactcars.com/en/used-cars/renault-sandero_stepway/8b4e718bbad9?status=Used
هوندا سيتي,Giza,El Mohndseen,Honda,City,2008,140000.0,Manual,310000.0,,https://contactcars.com/en/used-cars/honda-city/ba89848edb28?status=Used
C200 Like new,Cairo,Maadi,Mercedes,C200,2019,100.0,Automatic,2770000.0,554000.0,https://contactcars.com/en/used-cars/mercedes-c200/f9a42982633b?status=Used
تم تنزيل السعر لسرعه البيع تفاوض بسيط بعد المعاينه,Cairo,Mokattam,JAC,S3,2019,70000.0,Automatic,720000.0,,https://contactcars.com/en/used-cars/jac-s3/3f359f6a615e?status=Used
بيجو301موديل2014,Cairo,Nasr City,Peugeot,301,2014,137000.0,Automatic,525000.0,,https://contactcars.com/en/used-cars/peugeot-301/252af2f0150f?status=Used
ماذدا ٣ ٢٠١٧ اعلى فئه,Giza,El Haram,Mazda,3,2017,100000.0,Automatic,710000.0,,https://contactcars.com/en/used-cars/mazda-3/ae1918cb6a65?status=Used
2021 Alfa Romeo Giulietta,Cairo,New Cairo & 5th Settlement,Alfa Romeo,Giulietta,2021,30000.0,Automatic,1500000.0,,https://contactcars.com/en/used-cars/alfa_romeo-giulietta/4745971ae726?status=Used
رينو فلوانس 2013 اعلي فئه,Cairo,Heliopolis,Renault,Fluence,2013,176000.0,Automatic,580000.0,,https://contactcars.com/en/used-cars/renault-fluence/31422454d23a?status=Used
اوبل ٢٠١٦ بانوراما,Cairo,Maadi,OPEL,Astra,2016,176000.0,Automatic,485000.0,,https://contactcars.com/en/used-cars/opel-astra/ab874217e403?status=Used
نيو اوبترا ٢٠١٨,Alexandria,El Seyof Shama'a,Chevrolet,Optra,2018,75000.0,Automatic,540000.0,,https://contactcars.com/en/used-cars/chevrolet-optra/e1667d0ce2e3?status=Used
فورد ايكوسبورت ممتازة جميع صيانات توكيل فابريقة,Giza,Sheikh Zayed,Ford,Ecosport,2018,172000.0,Automatic,720000.0,,https://contactcars.com/en/used-cars/ford-ecosport/4a1c4aea433a?status=Used
كيا سبورتاج الفئة التانية بلاس 2020 فابريكة بالكامل حاله مميزة,Cairo,Nasr City,Kia,Sportage,2020,85000.0,Automatic,1650000.0,330000.0,https://contactcars.com/en/used-cars/kia-sportage/8de700f20e46?status=Used
شفروليه اوبترا ٢٠٠٦ اتوماتيك,Ismailia,Ismailia,Chevrolet,Optra,2006,280000.0,Automatic,345000.0,,https://contactcars.com/en/used-cars/chevrolet-optra/9fd41080ccd7?status=Used
نيسان سنترا 2023 كسر زيرو 4000 km اعلئ فئة بصمة رخصة سنتين,Cairo,New Cairo & 5th Settlement,Nissan,Sentra,2023,4000.0,Automatic,950000.0,190000.0,https://contactcars.com/en/used-cars/nissan-sentra/dcd29aef08a7?status=Used
Peugeot 301 2014,Cairo,Rehab City,Peugeot,301,2014,105000.0,Automatic,550000.0,,https://contactcars.com/en/used-cars/peugeot-301/fca59ebe9234?status=Used
النترا AD 2017 فابريكا بالكامل,Cairo,New Cairo & 5th Settlement,Hyundai,Elantra AD,2017,156000.0,Automatic,840000.0,,https://contactcars.com/en/used-cars/hyundai-elantra_ad/566fd6d58716?status=Used
minicooper twinturbo 2019,Giza,El Mohndseen,Mini,Cooper,2019,91000.0,Automatic,1425000.0,,https://contactcars.com/en/used-cars/mini-cooper/c3e26bf858d5?status=Used
نيسان صنى حالة ممتازة,Cairo,Nasr City,Nissan,Sunny,2022,58000.0,Automatic,630000.0,126000.0,https://contactcars.com/en/used-cars/nissan-sunny/f1188f104cfd?status=Used
لانوس ٢٠١٤ LS اعلي فئة بيتي,Cairo,Rehab City,Chevrolet,Lanos,2014,269000.0,Manual,335000.0,,https://contactcars.com/en/used-cars/chevrolet-lanos/dd5b3c3796ed?status=Used
ام جي ٥ اعلي فئة لاكشري فابريكا بالكامل عداد ١٢ الف كيلومتر فقط,Cairo,New Cairo & 5th Settlement,MG,5,2022,12000.0,Automatic,840000.0,420000.0,https://contactcars.com/en/used-cars/mg-5/9f2340f3fe39?status=Used
Audi A3 sline 2019,Giza,El Mohndseen,Audi,A3,2019,78000.0,Automatic,1600000.0,320000.0,https://contactcars.com/en/used-cars/audi-a3/f1f75b5379eb?status=Used
جاكور XF,Cairo,Heliopolis,Jaguar,XF,2011,160000.0,Automatic,1350000.0,,https://contactcars.com/en/used-cars/jaguar-xf/da0bdff3bdc9?status=Used
سوزوكي سياز كسر زيرو أعلي فئة فابريكة بالكامل كاش وبالتقسيط,Cairo,Nasr City,Suzuki,Ciaz,2022,38000.0,Automatic,900000.0,180000.0,https://contactcars.com/en/used-cars/suzuki-ciaz/826a52ba2d3b?status=Used
اكسنت سولاريس موديل اتنين ايرباجز فرامل abs,Cairo,Heliopolis,Hyundai,Accent,2016,117000.0,Automatic,685000.0,,https://contactcars.com/en/used-cars/hyundai-accent/f74e845f0f3f?status=Used
سانج يونج تيفولى تيفولي xlv XLV Xlv فابريكه صيانات توكيل معتمدة,Giza,El Mohndseen,SsangYong,XLV,2020,55000.0,Automatic,1140000.0,228000.0,https://contactcars.com/en/used-cars/ssangyong-xlv/2e5e520fb028?status=Used
نيسان صني موديل 2015 اتوماتيك مرور المعادي,Cairo,Zahraa Maadi,Nissan,Sunny,2015,110.0,Automatic,467000.0,,https://contactcars.com/en/used-cars/nissan-sunny/d7ff86d8aa62?status=Used
Opel insignia 2017,Cairo,New Cairo & 5th Settlement,OPEL,Insignia,2017,268000.0,Automatic,950000.0,,https://contactcars.com/en/used-cars/opel-insignia/edfaa1332628?status=Used
seat ibiza FR 2020,Giza,6th of October,Seat,Ibiza,2020,48000.0,Automatic,1100000.0,275000.0,https://contactcars.com/en/used-cars/seat-ibiza/10ab5d4e068f?status=Used
اكسنت موديل 2000 خليجي 1500 انجكش,Giza,6th of October,Hyundai,Accent,2000,265.0,Manual,220000.0,,https://contactcars.com/en/used-cars/hyundai-accent/30fd7a6ae537?status=Used
MG SH 2021,Giza,El Mohndseen,MG,HS,2021,108000.0,Automatic,1120000.0,,https://contactcars.com/en/used-cars/mg-hs/b621c85a0979?status=Used
تيبو هاتش باك اعلى فئة كاملة فابريكة,Cairo,Madinaty,Fiat,Tipo Hatchback,2021,83000.0,Automatic,1100000.0,,https://contactcars.com/en/used-cars/fiat-tipo_hatchback/264d2db46ffb?status=Used
شيرى تيجو 7برو بأكياس المصنع بدون خربوش,Giza,6th of October,Chery,Tiggo 7 Pro,2022,6500.0,Automatic,1200000.0,600000.0,https://contactcars.com/en/used-cars/chery-tiggo_7_pro/5f6579a87dbf?status=Used
اسبيرانزا A113 حاله نضيفه,Cairo,New Cairo & 5th Settlement,Speranza,A113,2009,139000.0,Manual,210000.0,,https://contactcars.com/en/used-cars/speranza-a113/1298e0809cb2?status=Used
honda 2010,Port Said,East District,Honda,Civic,2010,158.0,Automatic,570000.0,,https://contactcars.com/en/used-cars/honda-civic/c88b4ee69c3b?status=Used
C180 AMG,Cairo,Maadi,Mercedes,C180,2015,96000.0,Automatic,2250000.0,,https://contactcars.com/en/used-cars/mercedes-c180/727328cdc975?status=Used
Citroen c 5 air croos,Giza,Sheikh Zayed,Citroen,C5 Aircross,2021,62000.0,Automatic,1550000.0,310000.0,https://contactcars.com/en/used-cars/citroen-c5_aircross/5045f6dc67f9?status=Used
ام جي5,Cairo,Nasr City,MG,5,2022,18000.0,Automatic,850000.0,425000.0,https://contactcars.com/en/used-cars/mg-5/938ec1b65746?status=Used
قشقاى ٢٠١٨,Giza,Doki,Nissan,Qashqai,2018,100000.0,Automatic,970000.0,,https://contactcars.com/en/used-cars/nissan-qashqai/325df539d556?status=Used
نيسان صني ٢٠٠٧ اتوماتيك,Giza,Oasis Road,Nissan,Sunny,2007,272000.0,Automatic,225000.0,,https://contactcars.com/en/used-cars/nissan-sunny/0118457c8cfa?status=Used
هيونداي النترا CN7 الفئه الرابعه بحاله الزيرووو,Cairo,Maadi,Hyundai,Elantra CN7,2021,45000.0,Automatic,1050000.0,210000.0,https://contactcars.com/en/used-cars/hyundai-elantra_cn7/009b7cb9461f?status=Used
هيونداي ix35 أعلى فئة مفتاح,Giza,Giza,Hyundai,IX 35,2016,168000.0,Automatic,950000.0,,https://contactcars.com/en/used-cars/hyundai-ix_35/54dafae7209b?status=Used
علاء احمد,Cairo,Nasr City,Changan,CS15,2022,46000.0,Automatic,705000.0,352500.0,https://contactcars.com/en/used-cars/changan-cs15/ffc3e45b34b1?status=Used
هيونداي كريتا خليجي 2020,Alexandria,Miami,Hyundai,Creta,2020,64000.0,Automatic,1300000.0,260000.0,https://contactcars.com/en/used-cars/hyundai-creta/b7aae5e034de?status=Used
هوندا سيفيك,Cairo,Zayton,Honda,Civic,2008,146000.0,Automatic,735000.0,,https://contactcars.com/en/used-cars/honda-civic/db2abde9c29e?status=Used
اكسنت 2000 خليجى منوال 1500,Giza,6th of October,Hyundai,Accent,2000,200000.0,Manual,220000.0,,https://contactcars.com/en/used-cars/hyundai-accent/619bc53ef216?status=Used
Mg5 2020 الفئة الأولى,Qalyubia,Shubra Al Khaimah,MG,5,2020,73000.0,Automatic,590000.0,,https://contactcars.com/en/used-cars/mg-5/82e61443c499?status=Used
مرسيدس بنز E300e 2020 هايبرد ارخص سعر ف مصر,Alexandria,El Seyof Shama'a,Mercedes,E300,2020,17000.0,Automatic,4100000.0,,https://contactcars.com/en/used-cars/mercedes-e300/c47210919842?status=Used
كيا سبورتاج اعلي فئه,Giza,6th of October,Kia,Sportage,2020,105.0,Automatic,1750000.0,350000.0,https://contactcars.com/en/used-cars/kia-sportage/d6440075946d?status=Used
النترا الجمل فبريكه بالكامل لا تحتاج مصروف,Giza,El Omranya,Hyundai,Elantra,2010,197000.0,Automatic,540000.0,,https://contactcars.com/en/used-cars/hyundai-elantra/1305af10c2e7?status=Used
ڤولڤو s60 حاله ممتازه,Cairo,New Cairo & 5th Settlement,Volvo,S60,2018,115000.0,Automatic,1250000.0,,https://contactcars.com/en/used-cars/volvo-s60/85557debe009?status=Used
شيفروليه لانوس بحالة ممتازة,Cairo,New Cairo & 5th Settlement,Chevrolet,Lanos,2011,49200.0,Manual,310000.0,,https://contactcars.com/en/used-cars/chevrolet-lanos/b9ce0d7f8ca4?status=Used
جيب ليبرتى فابريكا بحالة نادرة جدااا,Qalyubia,Benha,Jeep,Liberty,2006,165000.0,Automatic,670000.0,,https://contactcars.com/en/used-cars/jeep-liberty/76d2144e88dc?status=Used
Car for sale,Cairo,New Cairo & 5th Settlement,BMW,320i,2017,166500.0,Automatic,1430000.0,,https://contactcars.com/en/used-cars/bmw-320i/4e109b300112?status=Used
نيسان صني EX Plus 2019,Giza,6th of October,Nissan,Sunny,2019,135000.0,Automatic,570000.0,,https://contactcars.com/en/used-cars/nissan-sunny/d37bca0d240f?status=Used
شيفروليه لانوس2014,Giza,Sheikh Zayed,Chevrolet,Lanos,2014,100000.0,Manual,360000.0,,https://contactcars.com/en/used-cars/chevrolet-lanos/841c8bd4fab6?status=Used
